350.0	0.0125
350.125	0.0141
350.25	0.0102
350.375	0.0172
350.5	0.0149
350.625	0.0196
350.75	0.0204
350.875	0.022
351.0	0.0243
351.125	0.0251
351.25	0.022
351.375	0.0188
351.5	0.018
351.625	0.0172
351.75	0.0204
351.875	0.0172
352.0	0.022
352.125	0.0212
352.25	0.022
352.375	0.0212
352.5	0.018
352.625	0.0188
352.75	0.0227
352.875	0.0212
353.0	0.0204
353.125	0.0196
353.25	0.0196
353.375	0.0149
353.5	0.0157
353.625	0.0165
353.75	0.0165
353.875	0.018
354.0	0.0188
354.125	0.0149
354.25	0.0172
354.375	0.0188
354.5	0.0149
354.625	0.0188
354.75	0.0196
354.875	0.0133
355.0	0.0133
355.125	0.0157
355.25	0.0141
355.375	0.011
355.5	0.0149
355.625	0.0149
355.75	0.0149
355.875	0.011
356.0	0.0157
356.125	0.0157
356.25	0.0157
356.375	0.0141
356.5	0.0125
356.625	0.011
356.75	0.0149
356.875	0.0141
357.0	0.0141
357.125	0.0133
357.25	0.0141
357.375	0.0133
357.5	0.0141
357.625	0.0141
357.75	0.0149
357.875	0.0141
358.0	0.0188
358.125	0.0212
358.25	0.0172
358.375	0.011
358.5	0.0117
358.625	0.0125
358.75	0.0094
358.875	0.0102
359.0	0.0125
359.125	0.0157
359.25	0.0141
359.375	0.0172
359.5	0.018
359.625	0.0149
359.75	0.0141
359.875	0.0157
360.0	0.0149
360.125	0.0141
360.25	0.011
360.375	0.011
360.5	0.0102
360.625	0.0117
360.75	0.011
360.875	0.0125
361.0	0.0133
361.125	0.011
361.25	0.0094
361.375	0.0094
361.5	0.0102
361.625	0.0149
361.75	0.0125
361.875	0.0094
362.0	0.0094
362.125	0.0188
362.25	0.0149
362.375	0.011
362.5	0.0094
362.625	0.011
362.75	0.0149
362.875	0.0141
363.0	0.0165
363.125	0.0172
363.25	0.0157
363.375	0.0204
363.5	0.0133
363.625	0.0165
363.75	0.0133
363.875	0.0141
364.0	0.018
364.125	0.0188
364.25	0.022
364.375	0.0212
364.5	0.0204
364.625	0.0196
364.75	0.018
364.875	0.0165
365.0	0.0125
365.125	0.0157
365.25	0.0172
365.375	0.0149
365.5	0.0141
365.625	0.0125
365.75	0.0141
365.875	0.0165
366.0	0.0157
366.125	0.0157
366.25	0.0165
366.375	0.0172
366.5	0.0188
366.625	0.0157
366.75	0.0141
366.875	0.0196
367.0	0.022
367.125	0.0196
367.25	0.0204
367.375	0.0188
367.5	0.0204
367.625	0.0212
367.75	0.0204
367.875	0.018
368.0	0.0165
368.125	0.018
368.25	0.0149
368.375	0.0149
368.5	0.0188
368.625	0.018
368.75	0.018
368.875	0.0188
369.0	0.0141
369.125	0.0188
369.25	0.0212
369.375	0.0188
369.5	0.018
369.625	0.018
369.75	0.0212
369.875	0.0227
370.0	0.0235
370.125	0.0196
370.25	0.022
370.375	0.0196
370.5	0.0212
370.625	0.0204
370.75	0.018
370.875	0.0227
371.0	0.0196
371.125	0.0196
371.25	0.0165
371.375	0.0149
371.5	0.0133
371.625	0.0149
371.75	0.0204
371.875	0.0157
372.0	0.0165
372.125	0.0188
372.25	0.022
372.375	0.0243
372.5	0.0259
372.625	0.0243
372.75	0.0212
372.875	0.0204
373.0	0.0188
373.125	0.0172
373.25	0.0188
373.375	0.0188
373.5	0.0149
373.625	0.0149
373.75	0.0172
373.875	0.0165
374.0	0.0149
374.125	0.0141
374.25	0.0157
374.375	0.0196
374.5	0.022
374.625	0.0188
374.75	0.0188
374.875	0.0157
375.0	0.0188
375.125	0.0196
375.25	0.0196
375.375	0.0235
375.5	0.0227
375.625	0.0172
375.75	0.0055
375.875	0.0125
376.0	0.0117
376.125	0.0172
376.25	0.018
376.375	0.018
376.5	0.0204
376.625	0.022
376.75	0.0157
376.875	0.0117
377.0	0.0094
377.125	0.0141
377.25	0.0133
377.375	0.0102
377.5	0.0141
377.625	0.0188
377.75	0.0196
377.875	0.0149
378.0	0.018
378.125	0.0141
378.25	0.0157
378.375	0.0165
378.5	0.0141
378.625	0.0133
378.75	0.0086
378.875	0.0172
379.0	0.0188
379.125	0.0141
379.25	0.0172
379.375	0.0196
379.5	0.0157
379.625	0.0172
379.75	0.0204
379.875	0.0204
380.0	0.0235
380.125	0.0212
380.25	0.0212
380.375	0.0235
380.5	0.018
380.625	0.0196
380.75	0.0196
380.875	0.0149
381.0	0.0172
381.125	0.0188
381.25	0.0172
381.375	0.0196
381.5	0.0204
381.625	0.0165
381.75	0.018
381.875	0.0227
382.0	0.0227
382.125	0.0196
382.25	0.022
382.375	0.0204
382.5	0.0188
382.625	0.0204
382.75	0.022
382.875	0.0251
383.0	0.0212
383.125	0.0212
383.25	0.0172
383.375	0.0204
383.5	0.0204
383.625	0.0157
383.75	0.0141
383.875	0.0172
384.0	0.0212
384.125	0.022
384.25	0.0172
384.375	0.018
384.5	0.0188
384.625	0.0196
384.75	0.018
384.875	0.018
385.0	0.0165
385.125	0.0172
385.25	0.0157
385.375	0.0196
385.5	0.0165
385.625	0.0141
385.75	0.011
385.875	0.0141
386.0	0.0172
386.125	0.0165
386.25	0.0188
386.375	0.0165
