Vin,Vout
-1.487227,-1.269515
-1.480551,-1.262812
-1.473883,-1.256132
-1.467204,-1.249458
-1.460578,-1.242884
-1.454043,-1.23641
-1.447453,-1.229821
-1.440772,-1.223184
-1.434178,-1.216607
-1.427577,-1.21006
-1.420993,-1.203496
-1.414418,-1.196972
-1.407713,-1.190312
-1.401118,-1.183785
-1.394417,-1.177161
-1.387865,-1.170662
-1.381206,-1.164072
-1.374619,-1.157561
-1.368111,-1.151142
-1.361386,-1.144512
-1.354656,-1.137898
-1.348124,-1.131434
-1.341529,-1.124948
-1.334965,-1.118483
-1.328378,-1.112042
-1.321738,-1.105544
-1.315215,-1.099133
-1.308631,-1.092687
-1.302046,-1.086228
-1.295408,-1.079742
-1.288723,-1.073194
-1.282222,-1.066839
-1.27565,-1.060418
-1.269031,-1.053988
-1.262437,-1.04756
-1.255821,-1.041124
-1.249153,-1.034626
-1.24258,-1.028231
-1.235982,-1.02181
-1.229392,-1.015394
-1.222926,-1.009111
-1.216341,-1.002682
-1.209593,-0.995417
-1.202357,-0.988354
-1.195041,-0.981236
-1.187802,-0.974237
-1.180517,-0.96721
-1.173242,-0.960178
-1.165988,-0.953137
-1.15869,-0.946167
-1.151431,-0.939132
-1.14407,-0.932012
-1.136774,-0.924961
-1.129486,-0.917936
-1.122165,-0.910851
-1.114887,-0.90384
-1.10763,-0.896802
-1.100336,-0.889849
-1.092951,-0.882673
-1.085658,-0.875668
-1.078385,-0.868681
-1.071097,-0.861669
-1.063886,-0.854757
-1.056574,-0.847757
-1.049375,-0.840866
-1.042114,-0.83391
-1.034832,-0.826947
-1.027583,-0.819916
-1.020156,-0.812873
-1.012969,-0.805963
-1.005722,-0.799046
-0.997785,-0.792137
-0.984661,-0.785075
-0.977385,-0.772695
-0.969959,-0.765541
-0.962723,-0.758617
-0.955474,-0.751698
-0.94814,-0.74468
-0.940627,-0.737499
-0.933298,-0.730523
-0.925968,-0.723544
-0.918614,-0.716505
-0.911271,-0.70953
-0.903903,-0.702515
-0.896587,-0.695548
-0.889292,-0.688636
-0.88197,-0.681686
-0.874501,-0.674597
-0.867144,-0.667668
-0.859811,-0.660725
-0.852458,-0.653776
-0.845118,-0.646864
-0.837841,-0.639996
-0.830516,-0.63308
-0.822966,-0.62597
-0.815648,-0.619072
-0.8083,-0.612131
-0.800993,-0.605262
-0.793681,-0.598378
-0.786377,-0.59151
-0.779051,-0.584641
-0.771741,-0.577787
-0.764486,-0.570981
-0.757038,-0.564028
-0.749707,-0.557174
-0.742387,-0.550332
-0.735055,-0.543498
-0.727788,-0.536721
-0.720371,-0.529813
-0.713128,-0.52307
-0.705706,-0.516154
-0.698414,-0.509355
-0.691129,-0.50258
-0.683864,-0.495847
-0.676604,-0.489113
-0.669099,-0.48216
-0.661832,-0.475447
-0.654428,-0.468599
-0.647114,-0.461824
-0.639754,-0.455034
-0.632402,-0.448246
-0.625095,-0.441535
-0.617761,-0.434788
-0.610448,-0.428071
-0.603011,-0.421243
-0.595702,-0.41458
-0.588349,-0.40786
-0.581025,-0.401176
-0.573696,-0.394484
-0.566355,-0.387804
-0.559037,-0.381145
-0.551556,-0.374358
-0.544229,-0.367707
-0.536926,-0.361108
-0.529619,-0.354526
-0.522267,-0.347918
-0.514981,-0.341381
-0.507659,-0.334848
-0.500366,-0.328328
-0.49305,-0.3218
-0.485539,-0.315129
-0.478281,-0.308669
-0.470969,-0.30218
-0.463692,-0.295764
-0.456316,-0.289257
-0.448973,-0.282771
-0.441646,-0.276369
-0.434201,-0.269873
-0.426935,-0.263541
-0.419761,-0.257331
-0.4125,-0.251035
-0.405003,-0.244556
-0.397696,-0.238281
-0.390354,-0.231998
-0.382976,-0.225684
-0.375635,-0.219502
-0.36819,-0.213198
-0.360864,-0.207012
-0.35358,-0.200915
-0.346254,-0.194803
-0.338895,-0.188694
-0.331459,-0.18258
-0.324207,-0.176605
-0.316781,-0.170551
-0.309464,-0.164623
-0.302161,-0.158742
