Vin,Vout
-1.485462,-1.265459
-1.478704,-1.258915
-1.472113,-1.252492
-1.465468,-1.246064
-1.458846,-1.239632
-1.452249,-1.233281
-1.44562,-1.226895
-1.439067,-1.220625
-1.43243,-1.214232
-1.425855,-1.207942
-1.41929,-1.201647
-1.412604,-1.195225
-1.405938,-1.188851
-1.399399,-1.182571
-1.3927,-1.176175
-1.386143,-1.169879
-1.3795,-1.163552
-1.37293,-1.157255
-1.366333,-1.150979
-1.359527,-1.144468
-1.353071,-1.138278
-1.346371,-1.131877
-1.339794,-1.125563
-1.333222,-1.119252
-1.326619,-1.112919
-1.319982,-1.106583
-1.313477,-1.100363
-1.306952,-1.094142
-1.300312,-1.087779
-1.293643,-1.081435
-1.287002,-1.075083
-1.280407,-1.068781
-1.273833,-1.062484
-1.267291,-1.05624
-1.260633,-1.049902
-1.254058,-1.043612
-1.247483,-1.037381
-1.240758,-1.030952
-1.23418,-1.024705
-1.227735,-1.018548
-1.221181,-1.012335
-1.214548,-1.006002
-1.207821,-0.997773
-1.199438,-0.990886
-1.19216,-0.983968
-1.184862,-0.97705
-1.177601,-0.970111
-1.170247,-0.963144
-1.162997,-0.956226
-1.15573,-0.949386
-1.148462,-0.942489
-1.141086,-0.935485
-1.133816,-0.928599
-1.12643,-0.921591
-1.119229,-0.91478
-1.111961,-0.907856
-1.104653,-0.901032
-1.097405,-0.894122
-1.089909,-0.887052
-1.08272,-0.880201
-1.075394,-0.873266
-1.068174,-0.866438
-1.060891,-0.859542
-1.053601,-0.852686
-1.046309,-0.845796
-1.039095,-0.838955
-1.031899,-0.832121
-1.024463,-0.825159
-1.017276,-0.818288
-1.010023,-0.81143
-1.002759,-0.804529
-0.994847,-0.79771
-0.981768,-0.790725
-0.97435,-0.77835
-0.967031,-0.771437
-0.959787,-0.764624
-0.952498,-0.757786
-0.945171,-0.750934
-0.937662,-0.74388
-0.93034,-0.736993
-0.923014,-0.730111
-0.915688,-0.723217
-0.908348,-0.716321
-0.901,-0.709411
-0.893705,-0.702539
-0.886377,-0.695656
-0.87907,-0.68882
-0.871616,-0.68185
-0.864314,-0.674997
-0.85693,-0.668061
-0.849599,-0.66122
-0.842274,-0.654374
-0.834997,-0.647596
-0.827679,-0.640791
-0.820166,-0.633837
-0.812834,-0.627026
-0.805466,-0.620227
-0.798224,-0.613522
-0.790876,-0.606729
-0.783616,-0.600034
-0.776308,-0.593303
-0.769029,-0.586575
-0.76171,-0.579856
-0.754241,-0.572974
-0.746972,-0.566246
-0.739656,-0.55948
-0.732392,-0.552767
-0.725036,-0.545982
-0.717651,-0.539183
-0.710392,-0.532516
-0.702977,-0.525708
-0.695675,-0.519041
-0.688469,-0.512441
-0.68115,-0.505745
-0.673737,-0.498988
-0.666373,-0.492278
-0.659101,-0.48565
-0.651704,-0.478922
-0.644411,-0.472258
-0.636993,-0.4655
-0.629659,-0.458842
-0.622389,-0.452235
-0.615086,-0.445639
-0.607716,-0.438989
-0.60029,-0.432309
-0.593027,-0.425743
-0.585582,-0.419025
-0.578253,-0.412379
-0.570959,-0.405814
-0.56361,-0.399194
-0.556102,-0.392437
-0.548831,-0.385915
-0.541462,-0.37936
-0.534187,-0.372852
-0.526862,-0.366362
-0.519512,-0.359835
-0.512202,-0.353352
-0.504912,-0.346915
-0.497645,-0.340532
-0.490232,-0.334028
-0.48289,-0.327575
-0.47555,-0.321179
-0.4683,-0.314872
-0.460976,-0.308505
-0.453544,-0.302077
-0.446242,-0.295757
-0.438832,-0.289375
-0.431526,-0.283122
-0.424221,-0.276865
-0.417024,-0.270738
-0.409753,-0.264571
-0.402237,-0.258175
-0.394944,-0.251994
-0.387544,-0.245766
-0.380235,-0.239619
-0.372902,-0.233496
-0.365527,-0.227361
-0.358253,-0.221334
-0.350914,-0.215278
-0.343644,-0.209315
-0.336135,-0.203178
-0.328818,-0.197226
-0.321388,-0.19125
-0.314034,-0.185321
-0.306783,-0.179518
-0.299433,-0.173668
-0.2921,-0.167876
-0.284643,-0.162013
-0.277311,-0.156296
-0.269992,-0.15062
-0.262672,-0.144995
-0.255321,-0.139371
-0.248033,-0.133855
-0.240708,-0.12837
-0.23347,-0.123001
-0.226166,-0.11764
-0.21873,-0.112237
-0.211421,-0.106969
-0.20412,-0.10179
-0.196788,-0.096372
-0.189132,-0.091035
-0.181493,-0.085816
-0.173797,-0.080654
-0.165965,-0.075545
-0.158439,-0.070649
-0.150941,-0.065881
-0.143325,-0.061179
-0.135505,-0.056412
-0.127875,-0.051914
-0.120116,-0.047483
-0.112558,-0.043247
-0.104798,-0.039044
-0.096649,-0.035026
-0.089391,-0.031217
-0.081345,-0.027532
-0.07372,-0.02406
-0.065788,-0.020629
-0.058158,-0.01747
-0.050338,-0.014464
-0.042647,-0.011686
-0.034936,-0.008988
-0.026956,-0.006512
-0.018888,-0.004225
-0.010873,-0.002195
-0.002612,-0.000375
0.005393,0.001244
0.013101,0.002666
0.021025,0.003894
0.029007,0.004957
0.036892,0.005849
0.044843,0.006594
0.052913,0.007235
0.060809,0.007749
0.068753,0.008168
0.076665,0.008524
0.084673,0.008804
0.092622,0.009046
0.100648,0.009245
0.108659,0.009412
0.11649,0.009549
0.124105,0.009665
0.132221,0.009774
0.140157,0.00986
0.147895,0.009936
0.155495,0.010001
0.163212,0.010064
0.170892,0.010119
0.178545,0.010172
0.186219,0.010222
0.19383,0.010271
0.201665,0.010323
0.209334,0.010365
0.217079,0.010413
0.224691,0.010461
0.232398,0.010506
0.240014,0.010554
0.247825,0.010594
0.255586,0.010637
0.263177,0.010688
0.270902,0.010722
0.27851,0.010768
0.286203,0.010801
0.293885,0.010848
0.30145,0.010879
0.3091,0.010919
0.316872,0.010955
0.324531,0.010976
0.332109,0.010997
0.339818,0.011011
0.347472,0.011019
0.355204,0.011029
0.36288,0.011044
0.37058,0.01105
0.378184,0.011067
0.385684,0.011084
0.393348,0.011103
0.401119,0.011134
0.408806,0.011162
0.416565,0.011195
0.424128,0.011227
0.431872,0.011252
0.439532,0.011284
0.447179,0.011307
0.454849,0.011341
0.462493,0.011367
0.470317,0.011396
0.477993,0.011425
0.485752,0.011455
0.493375,0.011483
0.501047,0.011495
0.508641,0.011508
0.516467,0.011527
0.52422,0.011547
0.531782,0.011557
0.539495,0.01157
0.547155,0.011589
0.554802,0.011612
0.562417,0.011633
0.570087,0.01165
0.577685,0.011673
0.585458,0.011699
0.593158,0.011727
0.600708,0.011745
0.608382,0.01176
0.616091,0.011779
0.623766,0.011799
0.631387,0.011822
0.639179,0.011849
0.646803,0.011862
0.654336,0.011871
0.662033,0.011852
0.669807,0.011885
0.67748,0.011932
0.685208,0.011949
0.692828,0.011968
0.700562,0.011988
0.708245,0.012006
0.715871,0.012018
0.723551,0.012037
0.731196,0.012047
0.738965,0.01206
0.746666,0.012084
0.754454,0.012102
0.76205,0.012115
0.769742,0.012141
0.777334,0.012161
0.785177,0.012183
0.792839,0.012199
0.800529,0.012219
0.808221,0.012236
0.815826,0.01226
0.823522,0.01228
0.831105,0.012298
0.838771,0.012326
0.846355,0.012336
0.854147,0.012353
0.861755,0.012374
0.869392,0.012393
0.877055,0.012409
0.884726,0.012439
0.892437,0.012458
0.900026,0.012482
0.907823,0.012493
0.915383,0.012507
0.922992,0.012521
0.930654,0.012532
0.938497,0.012553
0.946151,0.012575
0.953904,0.012594
0.961533,0.012611
0.969227,0.012624
0.976908,0.012644
0.984543,0.012659
0.99221,0.012672
0.999889,0.012692
1.007634,0.012708
1.015315,0.012724
1.022329,0.012739
1.030001,0.012756
1.037675,0.012763
1.045233,0.012774
1.053056,0.012787
1.060772,0.012796
1.068417,0.012813
1.076084,0.012814
1.083765,0.012825
1.091382,0.012848
1.099066,0.012866
1.106692,0.012871
1.114269,0.012871
1.122114,0.012884
1.129726,0.012899
1.137325,0.012905
1.144988,0.012909
1.152704,0.012917
1.160376,0.012944
1.168086,0.012942
1.175881,0.012961
1.183444,0.012985
1.190973,0.012996
1.198636,0.013001
1.206465,0.01302
1.214101,0.013036
1.221868,0.013052
1.229436,0.013071
1.237151,0.013085
1.244919,0.01309
1.252486,0.013114
1.260164,0.01312
1.26781,0.013143
1.275608,0.013151
1.283264,0.013169
1.291028,0.013153
1.298655,0.013178
1.306326,0.0132
1.313971,0.013222
1.32177,0.013232
1.329497,0.013237
1.337097,0.013247
1.344778,0.01326
1.352467,0.013282
1.360102,0.013273
1.367763,0.013306
1.375342,0.013315
1.383008,0.013327
1.39075,0.013339
1.398468,0.013355
1.406068,0.013361
