Vin,Vout
-1.487265,-1.435206
-1.480574,-1.428302
-1.473892,-1.421397
-1.467217,-1.41454
-1.460604,-1.407824
-1.454064,-1.401121
-1.447461,-1.394343
-1.440781,-1.387516
-1.434191,-1.380794
-1.427605,-1.374134
-1.421006,-1.36744
-1.414445,-1.360784
-1.407728,-1.353968
-1.401133,-1.347331
-1.394429,-1.340556
-1.387879,-1.333977
-1.381218,-1.327283
-1.374657,-1.320635
-1.368152,-1.314126
-1.361427,-1.30738
-1.354688,-1.300632
-1.348143,-1.294035
-1.341544,-1.287449
-1.33498,-1.280833
-1.328406,-1.274233
-1.321764,-1.267635
-1.315249,-1.261143
-1.308644,-1.25456
-1.302077,-1.247971
-1.295429,-1.241372
-1.288733,-1.234739
-1.282245,-1.228281
-1.275673,-1.221734
-1.269061,-1.215173
-1.262462,-1.208609
-1.255816,-1.202014
-1.249164,-1.195447
-1.242603,-1.188986
-1.235992,-1.182425
-1.229416,-1.175883
-1.222938,-1.169492
-1.216341,-1.162948
-1.209602,-1.156322
-1.20301,-1.149788
-1.196438,-1.143303
-1.189818,-1.136749
-1.183222,-1.130256
-1.176586,-1.123701
-1.169979,-1.117147
-1.163323,-1.110608
-1.156822,-1.104175
-1.150241,-1.097661
-1.143525,-1.091003
-1.136875,-1.084434
-1.130261,-1.077908
-1.123588,-1.071335
-1.117041,-1.064854
-1.11046,-1.058363
-1.103891,-1.051875
-1.097317,-1.045426
-1.090476,-1.038688
-1.083958,-1.032259
-1.077292,-1.025708
-1.070727,-1.019229
-1.064214,-1.012835
-1.057586,-1.00629
-1.051021,-0.997699
-1.042308,-0.990581
-1.035021,-0.983435
-1.027799,-0.976249
-1.020386,-0.968996
-1.013175,-0.961904
-1.005923,-0.954802
-0.997673,-0.947725
-0.984567,-0.940201
-0.977273,-0.927473
-0.969858,-0.920143
-0.962606,-0.913036
-0.955341,-0.905957
-0.948041,-0.898764
-0.940528,-0.891398
-0.933209,-0.884273
-0.925875,-0.87711
-0.918526,-0.869922
-0.911183,-0.862771
-0.903809,-0.855562
-0.896504,-0.848396
-0.889211,-0.841302
-0.88189,-0.834213
-0.874425,-0.82694
-0.867065,-0.819817
-0.85972,-0.812666
-0.852372,-0.80547
-0.845021,-0.798304
-0.837749,-0.791184
-0.830424,-0.784039
-0.822903,-0.776713
-0.815572,-0.769578
-0.808242,-0.762438
-0.800938,-0.755359
-0.793607,-0.748232
-0.78633,-0.741152
-0.779002,-0.733986
-0.771691,-0.726814
-0.764436,-0.719746
-0.756975,-0.712521
-0.749619,-0.705386
-0.742278,-0.698236
-0.734963,-0.691128
-0.727711,-0.684084
-0.720289,-0.676884
-0.713036,-0.669861
-0.705618,-0.662693
-0.698344,-0.655612
-0.691084,-0.648578
-0.683778,-0.641519
-0.67652,-0.634485
-0.669025,-0.627229
-0.66176,-0.620209
-0.654358,-0.613052
-0.647055,-0.605989
-0.639683,-0.59887
-0.632336,-0.591753
-0.625003,-0.584684
-0.617674,-0.577626
-0.610345,-0.570543
-0.602913,-0.563369
-0.595604,-0.556335
-0.588256,-0.549263
-0.580934,-0.54218
-0.573628,-0.535139
-0.566285,-0.528073
-0.558965,-0.521
-0.551479,-0.513815
-0.544169,-0.506858
-0.53685,-0.499745
-0.529526,-0.492764
-0.522186,-0.485718
-0.514921,-0.478665
-0.50756,-0.471613
-0.50026,-0.464619
-0.492932,-0.457566
-0.485445,-0.450387
-0.478196,-0.443427
-0.470906,-0.436443
-0.463646,-0.429504
-0.456278,-0.422428
-0.448949,-0.415408
-0.441622,-0.408449
-0.434179,-0.401347
-0.426916,-0.39441
-0.419726,-0.387582
-0.412472,-0.380657
-0.404972,-0.373497
-0.397673,-0.366568
-0.390304,-0.359547
-0.382914,-0.352483
-0.375582,-0.345563
-0.368155,-0.3385
-0.360828,-0.33152
-0.353551,-0.324644
-0.34621,-0.317716
-0.33885,-0.310738
-0.331412,-0.303697
-0.324155,-0.296797
-0.316733,-0.289815
-0.309391,-0.282923
-0.302076,-0.276057
