Vin,Vout
-1.4839195,0.06904000000000021
-1.477233,0.06904999999999939
-1.4705545,0.06857000000000113
-1.4639105,0.06715999999999944
-1.457334,0.06702999999999903
-1.4507625000000002,0.06777999999999951
-1.444121,0.06827000000000139
-1.437486,0.06721999999999895
-1.430898,0.0666000000000011
-1.4243055,0.06693999999999978
-1.4177255,0.06655999999999995
-1.4110865000000001,0.06815999999999933
-1.4044305000000001,0.06637000000000004
-1.397781,0.06774999999999975
-1.391154,0.06579000000000113
-1.3845485000000002,0.06693999999999978
-1.3779375,0.06647999999999987
-1.3714045000000001,0.06509000000000098
-1.3647895,0.06745999999999919
-1.3580575,0.06747999999999976
-1.3514154999999999,0.06596999999999964
-1.3448435,0.06585999999999981
-1.338262,0.06615999999999955
-1.331693,0.06600000000000161
-1.325085,0.06597999999999882
-1.3185064999999998,0.06492000000000164
-1.3119465,0.06583000000000006
-1.3053605,0.06588999999999956
-1.298753,0.06599000000000022
-1.292081,0.06632999999999889
-1.285489,0.06458000000000075
-1.278959,0.06546999999999858
-1.272367,0.06561000000000039
-1.2657615,0.06564000000000014
-1.259139,0.06595000000000129
-1.2524899999999999,0.0656699999999999
-1.2458835,0.06460999999999828
-1.2392975,0.06561000000000039
-1.232704,0.06542000000000048
-1.226177,0.06391000000000036
-1.2196395,0.06543999999999883
-1.2129715,0.06626000000000021
-1.206306,0.0653400000000004
-1.1997239999999998,0.06485000000000074
-1.193128,0.06553999999999949
-1.18652,0.06493000000000082
-1.179904,0.06554999999999866
-1.1732825,0.06554000000000171
-1.166651,0.0653899999999985
-1.1600725,0.06433000000000133
-1.1535315000000002,0.06513999999999909
-1.1468829999999999,0.06658000000000053
-1.1402,0.06569000000000047
-1.133568,0.0652599999999981
-1.1269244999999999,0.06573000000000162
-1.1203145,0.06480999999999959
-1.1137505,0.06491000000000025
-1.1071754999999999,0.06488000000000049
-1.1006040000000001,0.06448999999999927
-1.0938965,0.06737999999999911
-1.0872169999999999,0.06429000000000018
-1.080625,0.06550999999999974
-1.0740094999999998,0.06479000000000124
-1.0674705,0.06394000000000011
-1.0609,0.06545000000000023
-1.0543035,0.08590999999999904
-1.0466644999999999,0.07117999999999958
-1.0386644999999999,0.07146000000000097
-1.03141,0.07185999999999915
-1.0240925,0.07253000000000065
-1.0167804999999999,0.07091999999999987
-1.0095489999999998,0.07101999999999942
-1.001798,0.07077
-0.99112,0.07524000000000086
-0.98092,0.12727999999999962
-0.9735655,0.07329999999999948
-0.966232,0.07107000000000085
-0.9589734999999999,0.07078999999999946
-0.9516910000000001,0.07193000000000005
-0.9442845,0.07365999999999984
-0.9368685,0.07125000000000048
-0.929542,0.0716300000000003
-0.9222005,0.07187999999999972
-0.9148544999999999,0.07151000000000018
-0.907496,0.0720899999999991
-0.9001565,0.07166000000000006
-0.8928575,0.07094000000000045
-0.8855504999999999,0.07089000000000012
-0.8781574999999999,0.07272999999999974
-0.870745,0.0712299999999999
-0.8633925,0.07151000000000018
-0.8560460000000001,0.0719599999999998
-0.8486965,0.07166000000000006
-0.841385,0.07120000000000015
-0.8340865,0.07144999999999957
-0.8266635,0.07326000000000055
-0.8192375000000001,0.07135000000000002
-0.8119069999999999,0.07140000000000035
-0.80459,0.07078999999999946
-0.7972725,0.07126999999999994
-0.7899685,0.07079999999999975
-0.782666,0.07166000000000006
-0.7753464999999999,0.07172000000000067
-0.7680635,0.07067999999999963
-0.7607055,0.07225000000000037
-0.753297,0.07135000000000002
-0.7459485,0.0714999999999999
-0.7386205,0.07108000000000003
-0.731337,0.07043999999999939
-0.724,0.07199999999999984
-0.7166625,0.07023000000000001
-0.709327,0.07168000000000063
-0.701981,0.07081000000000004
-0.694714,0.07033999999999985
-0.687431,0.07059000000000037
-0.680149,0.07033999999999985
-0.6727725,0.07255999999999929
-0.6653925,0.07020000000000026
-0.658059,0.07156999999999969
-0.6507065000000001,0.07063000000000041
-0.6433690000000001,0.07118999999999986
-0.6360095,0.0711700000000004
-0.6286695,0.07068999999999992
-0.6213385,0.07058000000000009
-0.6140095,0.0708299999999995
-0.6066290000000001,0.07174000000000014
-0.5992585,0.07033999999999985
-0.5919300000000001,0.07072000000000078
-0.584595,0.0708299999999995
-0.5772809999999999,0.07040999999999964
-0.5699565,0.07066000000000017
-0.562625,0.07072999999999996
-0.5552220000000001,0.07184999999999997
-0.5478240000000001,0.06956999999999991
-0.5405095,0.07113000000000036
-0.533188,0.06981000000000015
-0.5258560000000001,0.07045999999999997
-0.5185535,0.07052999999999976
-0.5112405,0.07052000000000003
-0.5039100000000001,0.06994
-0.49659600000000004,0.07053000000000031
-0.4891885,0.07178999999999991
-0.4818205,0.06959999999999966
-0.474551,0.0698399999999999
-0.467276,0.06939000000000028
-0.459962,0.07075999999999971
-0.4526135,0.07020000000000026
-0.4452855,0.06958999999999993
-0.4379005,0.07101999999999997
-0.43054749999999997,0.06937000000000026
-0.423321,0.06828000000000001
-0.416099,0.06924999999999959
-0.40872200000000003,0.0716
-0.4013225,0.06929000000000018
-0.39398849999999996,0.07021
-0.386609,0.07064000000000015
-0.37924800000000003,0.06919999999999982
-0.37186850000000005,0.07062999999999986
-0.36449149999999997,0.06980000000000042
-0.3571895,0.06875999999999993
-0.34988050000000004,0.0692799999999999
-0.34253,0.06977999999999984
-0.33513099999999996,0.0704100000000002
-0.3277835,0.06900000000000017
-0.320444,0.06981999999999988
-0.313062,0.06892000000000009
-0.3057335,0.06865999999999983
-0.2984175,0.06919999999999982
-0.2910285,0.07028000000000034
-0.283621,0.06921999999999984
-0.2762955,0.06867999999999985
-0.268965,0.06963000000000025
-0.261626,0.06891999999999981
-0.25428649999999997,0.06913000000000002
-0.24693749999999998,0.06802000000000002
-0.239669,0.06709999999999994
-0.2324055,0.0680900000000001
-0.22503800000000002,0.06907999999999997
-0.2176675,0.0680900000000001
-0.2103465,0.06776999999999977
-0.203069,0.06761000000000017
-0.1957895,0.06754999999999983
-0.18841950000000002,0.06838000000000011
-0.1810715,0.06729000000000013
-0.1737235,0.06818999999999992
-0.1663775,0.06700999999999985
-0.159106,0.06686000000000025
-0.1519045,0.06514999999999993
-0.1446735,0.06702999999999987
-0.137254,0.06864000000000009
-0.129831,0.06629999999999997
-0.122458,0.06738000000000008
-0.1151295,0.06585999999999995
-0.1078085,0.07002999999999995
-0.1000975,0.06914000000000003
-0.09245300000000001,0.06839999999999999
-0.0848115,0.06863999999999995
-0.07696449999999999,0.0675400000000001
-0.06916749999999999,0.07046999999999998
-0.0614005,0.06753000000000002
-0.053653,0.06928999999999998
-0.045871999999999996,0.06739000000000002
-0.038171,0.06732999999999996
-0.030428999999999998,0.06724000000000001
-0.022615,0.06799
-0.0148215,0.06623
-0.006980500000000001,0.06821
0.0010479999999999999,0.06839999999999999
0.0089265,0.06686
0.0167635,0.06443
0.0246115,0.06330999999999999
0.032280500000000004,0.06269999999999998
0.039976,0.06289000000000003
0.04772800000000001,0.062199999999999964
