D1-1-in,D1-1-out,D1-2-in,D1-2-out,D3-1-in,D3-1-out,D3-2-in,D3-2-out,D4-1-in,D4-1-out,D4-2-in,D4-2-out
0.2132065,4.80E-04,-0.0266695,0.0099,0.0083565,0.00999,0.1987895,6.70E-04,-0.099243,0.05476,0.418125,0.00424
0.220885,4.80E-04,-0.018609,0.01211,0.0161685,0.01149,0.2068215,6.00E-04,-0.091564,0.05592,0.425452,0.00398
0.2285445,4.50E-04,-0.010393,0.01386,0.0241295,0.01318,0.214795,6.10E-04,-0.083894,0.0579,0.4328115,0.00388
0.236206,4.80E-04,-0.0022785,0.01497,0.032065,0.01493,0.2227785,5.50E-04,-0.076058,0.05785,0.4401855,0.00409
0.2439195,4.00E-04,0.005757,0.0177,0.039994,0.01702,0.2307525,5.30E-04,-0.0682775,0.06149,0.4475185,0.00406
0.2517055,4.30E-04,0.0136125,0.01962,0.048024,0.01952,0.2386705,5.30E-04,-0.0604715,0.06043,0.4548515,0.00404
0.2593815,5.10E-04,0.021426,0.02166,0.05605,0.02048,0.246714,5.10E-04,-0.0527365,0.0619,0.462236,0.00404
0.2670395,3.40E-04,0.0293455,0.02383,0.063874,0.02257,0.2548045,4.90E-04,-0.044991,0.0622,0.469631,0.0035
0.274706,4.60E-04,0.0372515,0.02472,0.071567,0.0251,0.26278,4.50E-04,-0.037286,0.0629,0.4769585,0.00369
0.2823565,3.30E-04,0.0451315,0.02727,0.079299,0.02724,0.2707665,4.50E-04,-0.0295575,0.06331,0.4843255,0.00391
0.290044,4.70E-04,0.052899,0.02925,0.0870435,0.02953,0.278696,4.30E-04,-0.021751,0.06547,0.491663,0.0039
0.2976675,3.10E-04,0.060597,0.03116,0.0948145,0.03202,0.286639,4.20E-04,-0.01397,0.06671,0.4989575,0.00384
0.305275,4.00E-04,0.068268,0.03215,0.1025435,0.03336,0.2945725,4.40E-04,-0.006024,0.06717,0.50627,0.00399
0.312986,3.60E-04,0.0760015,0.03491,0.110212,0.03556,0.302492,4.00E-04,0.002109,0.06822,0.513671,0.00359
0.3207015,2.10E-04,0.0837335,0.03603,0.1176885,0.03728,0.3104825,4.40E-04,0.009954,0.06549,0.521088,0.0035
0.32832,2.10E-04,0.0914425,0.03814,0.1251345,0.03945,0.3185005,3.90E-04,0.017659,0.06653,0.52839,0.00355
0.3359635,1.40E-04,0.0991905,0.03967,0.1328525,0.04142,3.26E-01,4.00E-04,0.025431,0.06714,0.5357145,0.00342
0.343645,8.00E-05,0.1069315,0.0408,0.140582,0.04236,0.3343845,3.70E-04,0.0331025,0.06567,0.543029,0.00355
0.351338,1.00E-04,0.1146215,0.04201,0.148213,0.04416,0.342305,3.70E-04,0.040762,0.06751,0.5503425,0.00332
0.359042,1.50E-04,0.1221145,0.04363,0.155879,0.04573,0.350272,4.00E-04,0.048534,0.06846,0.557649,0.0035
0.36673,6.00E-05,0.1296655,0.04582,0.1636325,0.04759,0.358274,3.40E-04,0.056279,0.06784,0.5649315,0.00357
0.374382,1.70E-04,0.137354,0.04569,0.171304,0.04781,0.366269,3.50E-04,0.0639565,0.06789,0.572241,0.00337
0.381934,1.70E-04,0.1450445,0.04735,0.1789335,0.0497,0.3742445,3.40E-04,0.0716345,0.06838,0.579614,0.00351
0.389516,1.90E-04,0.1527155,0.04786,0.1865835,0.04995,0.3821115,3.00E-04,0.079366,0.06902,0.5870385,0.00364
0.3972335,3.10E-04,0.160366,0.04964,0.194274,0.05284,0.3899805,3.50E-04,0.087121,0.06931,0.5943625,0.00355
0.4049625,2.80E-04,0.1680745,0.04975,0.2020375,0.05004,0.398031,3.20E-04,0.094906,0.06702,0.601613,0.0034
0.4126855,3.30E-04,0.175751,0.05105,0.2095795,0.05359,0.406067,3.00E-04,0.1026555,0.07256,0.6089155,0.0029
0.4203465,3.20E-04,0.1834005,0.04891,0.2170915,0.05233,0.414063,3.60E-04,0.110328,0.06643,0.6162555,0.00265
0.428,2.50E-04,0.1908745,0.05285,0.2245725,0.05211,0.422051,3.10E-04,0.11779,0.06897,0.6235865,0.00254
0.435702,3.20E-04,0.1984475,0.05187,0.2318795,0.0534,0.4300435,3.30E-04,0.125074,0.06649,0.6309245,0.00301
0.4433555,2.30E-04,0.2060155,0.05125,0.2391895,0.05396,0.4380415,3.20E-04,0.132459,0.06793,0.6382765,0.00307
0.451014,3.40E-04,0.213376,0.05285,0.2465925,0.0563,0.4459995,3.00E-04,0.139847,0.06662,0.6456125,0.00293
0.458671,2.60E-04,0.220746,0.05279,0.254025,0.05535,0.453925,2.80E-04,0.1472145,0.06733,0.6528735,0.00258
0.466405,2.90E-04,0.2280395,0.05309,0.2613355,0.05562,0.461927,3.00E-04,0.1545855,0.0668,0.660137,0.00273
0.474155,2.90E-04,0.2353465,0.05422,0.2686505,0.05678,0.4699865,2.20E-04,0.161975,0.06867,0.667537,0.00304
0.4818725,3.00E-04,0.2426455,0.05391,0.275992,0.05671,0.4779985,2.90E-04,0.1693215,0.06687,0.674927,0.00288
0.4895635,2.80E-04,0.2500425,0.05678,0.283334,0.05785,0.485974,2.60E-04,0.176628,0.06768,0.682254,0.00299
0.497211,1.20E-04,0.257426,0.05475,0.2906735,0.05788,0.493916,2.90E-04,0.1839515,0.0668,0.689571,0.0032
0.504844,1.30E-04,0.2647195,0.05633,0.297962,0.05743,0.501878,2.80E-04,0.1912465,0.06767,0.6969175,0.00329
0.512554,1.90E-04,0.2720595,0.05644,0.305247,0.05863,0.509813,2.60E-04,0.1986615,0.06967,0.7043065,0.00316
0.5203435,2.00E-04,0.279396,0.05729,0.3126015,0.05979,0.517879,3.10E-04,0.2060705,0.06819,0.7116545,0.00353
0.528001,1.00E-04,0.286726,0.05704,0.3199605,0.05933,0.525922,2.70E-04,0.2134285,0.06892,0.718955,0.00349
0.5356385,1.30E-04,0.294013,0.05753,0.327253,0.05942,0.5338675,2.50E-04,0.2208105,0.06796,0.7262525,0.00374
0.543325,1.90E-04,0.3013035,0.05836,0.3345345,0.06026,0.541835,2.40E-04,0.2281185,0.06752,0.733626,0.0035
0.5509785,2.30E-04,0.3085985,0.05751,0.341856,0.06062,0.5497935,2.30E-04,0.2354265,0.0687,0.741008,0.00276
0.5586095,2.10E-04,0.3159765,0.05955,0.349213,0.06124,0.5577565,2.50E-04,0.242727,0.06793,0.748385,0.00238
0.566252,1.70E-04,0.323382,0.05914,0.356559,0.0612,0.565672,2.90E-04,0.250123,0.07026,0.7557445,0.0025
0.573886,2.30E-04,0.3306665,0.0588,0.3639035,0.06169,0.5736285,2.40E-04,0.257507,0.06784,0.7630575,0.00235
0.5815715,2.60E-04,0.3379485,0.0598,0.3712605,0.06203,0.581632,2.80E-04,0.264815,0.06923,0.7703985,0.00256
0.589308,2.80E-04,0.3452695,0.05979,0.3785445,0.06129,0.5896175,2.60E-04,0.272164,0.06838,0.7776985,0.00298
0.596933,1.80E-04,0.35261,0.06044,0.3857795,0.06135,0.5975575,2.40E-04,0.2794915,0.06899,0.78509,0.00292
0.604545,1.50E-04,0.35995,0.06017,0.393058,0.06253,0.605476,2.50E-04,0.2868235,0.06881,0.792499,0.00289
0.6122365,1.90E-04,0.367285,0.06087,0.40048,0.06461,0.613439,2.90E-04,0.294121,0.0684,0.79982,0.00314
0.6199285,2.00E-04,0.374621,0.06069,0.407911,0.06292,0.621421,2.20E-04,0.3014075,0.06906,0.8071195,0.00344
0.6275765,2.30E-04,0.3818245,0.05916,0.4152875,0.06406,0.6294,2.60E-04,0.3087015,0.06871,0.8144295,0.00365
0.635283,2.70E-04,0.3890375,0.06132,0.422618,0.06283,0.6374145,2.50E-04,0.3160825,0.0704,0.821799,0.00332
0.642991,1.30E-04,0.39646,0.06316,0.429951,0.06447,0.6453905,2.30E-04,0.32348,0.06909,0.8291345,0.00318
0.6505695,9.00E-05,0.403876,0.06151,0.437279,0.06313,0.6533015,2.40E-04,0.3307655,0.06868,0.836454,0.00332
0.6581845,-1.90E-04,0.411215,0.06224,0.4445655,0.06435,0.661201,2.60E-04,0.3380545,0.06941,0.843735,0.00352
0.66592,3.30E-04,0.4185445,0.06212,0.4518635,0.06338,0.6692275,2.40E-04,0.345374,0.06973,0.8510925,0.00352
0.6736435,4.70E-04,0.42586,0.06256,0.4591505,0.06448,0.6772685,2.30E-04,0.352715,0.06941,0.8584715,0.00354
0.681344,1.70E-04,0.433209,0.06301,0.466556,0.06599,0.685228,2.40E-04,0.360061,0.06985,0.86576,0.00334
0.689018,1.90E-04,0.4405515,0.06299,0.473952,0.06429,0.6931985,2.40E-04,0.367397,0.06957,0.8730735,0.00296
0.696695,2.00E-04,0.4478845,0.06318,0.481323,0.06599,0.7011735,2.20E-04,0.3747345,0.06948,0.880398,0.00317
0.7044035,1.80E-04,0.4552035,0.06283,0.4886765,0.06455,0.709175,1.90E-04,0.3819615,0.06742,0.887752,0.00334
0.712058,1.20E-04,0.462576,0.0646,0.4959855,0.06544,0.717118,2.30E-04,0.3891825,0.06964,0.8950645,0.00305
0.719711,1.90E-04,0.469966,0.06382,0.503311,0.06516,0.7250615,2.20E-04,0.396592,0.07124,0.9024105,0.0034
0.7273735,1.00E-04,0.4772835,0.06355,0.5106215,0.0655,0.733098,2.30E-04,0.404008,0.06946,0.9098005,0.00372
0.7350805,1.30E-04,0.4846515,0.06511,0.5180575,0.06752,0.741101,2.30E-04,0.411364,0.07065,0.917081,0.00396
0.7428155,2.40E-04,0.491981,0.06336,0.5254855,0.06569,0.7491375,2.40E-04,0.418721,0.06989,0.924377,0.00375
0.75056,1.80E-04,0.499285,0.06451,0.5328195,0.06636,0.7571475,2.20E-04,0.4260455,0.06951,0.931752,0.00344
0.758252,1.30E-04,0.506587,0.06357,0.540119,0.06517,0.7650965,2.10E-04,0.4333855,0.07,0.9391465,0.00301
0.765896,2.60E-04,0.5139775,0.06662,0.547412,0.06623,0.773051,2.10E-04,0.4407245,0.06993,0.946516,0.00314
0.773538,2.00E-04,0.5214135,0.06449,0.554746,0.06603,0.781052,2.10E-04,0.448055,0.07034,0.9538895,0.00338
0.7812555,2.20E-04,0.528755,0.06539,0.562039,0.06572,0.7890945,1.80E-04,0.455372,0.07099,0.961245,0.00341
0.789008,1.60E-04,0.5361035,0.06512,0.569315,0.0658,0.797071,2.00E-04,0.4627365,0.07049,0.9685845,0.00339
0.796684,2.00E-04,0.5434185,0.06492,0.576573,0.06569,0.805062,2.00E-04,0.470123,0.06991,0.975935,0.0032
0.804375,1.70E-04,0.550731,0.06524,0.583927,0.06807,0.8130205,1.80E-04,0.4774545,0.07032,0.9832265,0.00235
0.8120235,2.40E-04,0.558044,0.06531,0.5913365,0.06681,0.820965,2.10E-04,0.484828,0.07102,0.990514,0.00249
0.819674,2.00E-04,0.5653435,0.06514,0.598641,0.06609,0.828911,1.10E-04,0.4921685,0.06915,0.9978715,0.00261
0.8273135,1.80E-04,0.5726605,0.06577,0.6059345,0.06694,0.836812,2.30E-04,0.4994755,0.0707,1.005253,0.00273
0.834938,2.80E-04,0.5800215,0.06651,0.6132575,0.06694,0.844736,2.40E-04,0.506776,0.0695,1.0126045,0.00285
0.842563,1.00E-04,0.58741,0.06612,0.620609,0.06744,0.852744,2.30E-04,0.514173,0.07251,1.0196135,0.003
0.850251,1.70E-04,0.5947225,0.06519,0.6279295,0.06649,0.860755,9.00E-05,0.521609,0.07031,1.026545,0.003
0.857951,2.10E-04,0.602001,0.06595,0.6352705,0.06798,0.868686,2.10E-04,0.5289455,0.07082,1.033808,0.00299
0.8655735,1.90E-04,0.60932,0.06575,0.64265,0.06741,0.8766,1.60E-04,0.5363035,0.07068,1.04108,0.00308
0.8732235,1.60E-04,0.616658,0.06654,0.6499425,0.06662,0.8846025,1.40E-04,0.543624,0.07,1.048346,0.00325
0.8808905,3.00E-04,0.6239965,0.06612,0.657224,0.06732,0.8925795,1.70E-04,0.550933,0.07065,1.055735,0.00223
0.8885815,1.90E-04,0.631337,0.06654,0.664596,0.06852,0.9005585,1.60E-04,0.558252,0.07027,1.06308,0.00108
0.8962315,2.40E-04,0.6386915,0.06674,0.671982,0.06796,0.9085555,1.90E-04,0.565549,0.07022,1.0703545,0.00133
0.9039245,1.10E-04,0.646019,0.06665,0.6793275,0.06784,0.9164625,1.50E-04,0.572853,0.07061,1.077609,0.00209
0.911603,1.40E-04,0.653321,0.06609,0.68665,0.06763,0.9244175,1.90E-04,0.58021,0.07111,1.0848555,0.00241
0.9191875,1.40E-04,0.660631,0.06688,0.69396,0.06777,0.932452,1.70E-04,0.5876015,0.07131,1.0920855,0.00267
0.926823,1.10E-04,0.668023,0.06801,0.7012865,0.06791,0.940489,1.80E-04,0.594926,0.07003,1.099297,0.00295
0.9345755,2.10E-04,0.675427,0.06689,0.708623,0.06823,0.948458,1.90E-04,0.602221,0.07067,1.106552,0.00229
0.942324,2.20E-04,0.682765,0.06707,0.7159525,0.0679,0.9564215,1.90E-04,0.60953,0.0704,1.1138155,0.0023
0.9500275,1.90E-04,0.6900855,0.06691,0.723258,0.0676,0.9644495,1.70E-04,0.6168675,0.07135,1.121142,0.00259
0.9577185,1.70E-04,0.69743,0.06756,0.730623,0.06917,0.9724455,1.70E-04,0.624219,0.07053,1.1284415,0.00266
0.96538,1.30E-04,0.704813,0.0679,0.738017,0.0685,0.980425,2.20E-04,0.6315565,0.07138,1.135674,0.00303
0.9730675,2.00E-04,0.7121545,0.06697,0.745351,0.0681,0.9883785,1.70E-04,0.6388905,0.07046,1.142902,0.00282
0.9807255,1.50E-04,0.7194455,0.06674,0.752702,0.06897,0.9962835,2.00E-04,0.6462135,0.07092,1.150165,0.00251
0.9883765,1.30E-04,0.7267505,0.06745,0.7600455,0.06822,1.00431,2.10E-04,0.6535175,0.07009,1.1574965,0.00214
0.9960495,2.00E-04,0.7341415,0.06864,0.767384,0.06871,1.0123295,2.00E-04,0.6608255,0.07106,1.164822,0.0024
1.0037615,1.60E-04,0.741538,0.06729,0.774734,0.06868,1.019929,1.80E-04,0.668226,0.0724,1.1721685,0.00254
1.0114745,1.60E-04,0.7489195,0.06847,0.7821635,0.07036,1.027572,1.70E-04,0.67562,0.07083,1.1794515,0.00181
1.018822,1.50E-04,0.7562395,0.06654,0.789552,0.06783,1.0355315,2.00E-04,0.682943,0.07098,1.186611,0.00204
1.026165,1.70E-04,0.763524,0.06764,0.7968525,0.06902,1.0434725,1.50E-04,0.6902675,0.07084,1.193827,0.00198
1.033838,7.00E-05,0.770871,0.0678,0.804195,0.06862,1.051522,1.50E-04,0.697597,0.07086,1.2011855,0.00149
1.041454,1.10E-04,0.778202,0.06756,0.811483,0.06803,1.0595605,1.60E-04,0.7049475,0.07161,1.208535,0.00155
1.0491445,1.30E-04,0.7856265,0.06946,0.8187795,0.06898,1.0675355,1.60E-04,0.712288,0.07085,1.2157825,0.00143
1.056914,9.00E-05,0.793029,0.06736,0.8260805,0.06816,1.075484,8.00E-05,0.719588,0.07054,1.223043,0.001
1.0645945,1.70E-04,0.8003405,0.06794,0.8333575,0.06815,1.083446,4.10E-04,0.726877,0.0708,1.230293,0.0012
1.0722505,1.00E-05,0.8076555,0.06744,0.840668,0.06886,1.091415,2.00E-05,0.7342475,0.07239,1.237588,0.00179
1.0799245,1.10E-04,0.81497,0.06809,0.84802,0.06925,1.099353,1.80E-04,0.741631,0.07113,1.244906,0.00224
1.0875735,2.30E-04,0.8222685,0.0676,0.855416,0.06957,1.1072655,1.90E-04,0.748999,0.07214,1.252167,0.00193
1.095224,1.80E-04,0.829568,0.06829,0.862749,0.06851,1.1152045,1.20E-04,0.7563285,0.07045,1.259441,0.00161
1.102879,5.00E-05,0.8368905,0.06801,0.8700365,0.06909,1.1232845,1.50E-04,0.763619,0.07115,1.266747,0.00193
1.1104805,0.00E+00,0.8441615,0.06744,0.8773315,0.0684,1.131286,1.70E-04,0.770958,0.07133,1.2741105,0.00244
1.1181915,1.30E-04,0.8515245,0.06986,0.8846815,0.07036,1.139214,1.50E-04,0.77829,0.0713,1.2814015,0.00212
1.12592,1.50E-04,0.8588855,0.06754,0.8920505,0.06923,1.14715,1.80E-04,0.785729,0.0734,1.2886965,0.00222
1.1335255,6.00E-05,0.866148,0.06812,0.8994205,0.07002,1.1551195,1.50E-04,0.793141,0.07089,1.2960165,0.00255
1.1411565,4.00E-05,0.873449,0.06828,0.9068025,0.06955,1.1631075,1.80E-04,0.800451,0.07165,1.30327,0.00267
1.148846,8.00E-05,0.8807615,0.06819,0.91409,0.0686,1.171153,1.30E-04,0.807761,0.07054,1.310546,0.00232
1.15654,2.70E-04,0.888102,0.06898,0.9213775,0.06924,1.179177,1.70E-04,0.815079,0.0717,1.317865,0.00259
1.164231,-2.00E-05,0.8954465,0.06864,0.9286655,0.06868,1.1870245,1.70E-04,0.82241,0.07114,1.325232,0.00224
1.1719835,1.90E-04,0.90282,0.06945,0.936045,0.07127,1.1949215,1.70E-04,0.829715,0.07101,1.3325255,0.00222
1.1796625,2.40E-04,0.9101965,0.0686,0.943482,0.06951,1.202972,1.80E-04,0.8370215,0.07108,1.3397815,0.0027
1.1872085,1.10E-04,0.9174755,0.06732,0.9508125,0.06931,1.2109745,1.80E-04,0.8442965,0.07056,1.347064,0.00314
1.1948045,5.00E-05,0.9247515,0.06828,0.958129,0.0697,1.218951,1.80E-04,0.8516685,0.07286,1.35433,0.00256
1.2025505,1.90E-04,0.9321135,0.06928,0.965492,0.06997,1.2269315,1.90E-04,0.8590405,0.07071,1.361573,0.00168
1.210283,1.60E-04,0.9395095,0.06925,0.9728665,0.0699,1.2349435,1.30E-04,0.8663065,0.0708,1.3688125,0.00217
1.2179845,1.60E-04,0.9468445,0.06838,0.9801925,0.06938,1.242971,1.60E-04,0.8736175,0.07118,1.3760665,0.00176
1.225652,1.90E-04,0.9541825,0.0694,0.9874925,0.0693,1.2508815,1.80E-04,0.8809305,0.07116,1.3833365,0.00152
1.2332935,1.40E-04,0.9615275,0.06828,0.9947995,0.06967,1.2588145,1.50E-04,0.8882625,0.07177,1.390654,0.00166
1.241035,5.00E-05,0.9688615,0.06897,1.0021855,0.07118,1.266802,1.80E-04,0.895623,0.07144,1.3979585,0.00162
1.2487025,2.40E-04,0.976197,0.0684,1.009576,0.0695,1.274842,1.50E-04,0.903,0.07255,,
1.256325,6.00E-05,0.9834835,0.06844,1.016584,0.0708,1.282848,1.50E-04,0.9103705,0.07135,,
1.263987,2.30E-04,0.990781,0.06879,1.0235325,0.06926,1.2908375,1.70E-04,0.917666,0.0705,,
1.271709,8.00E-05,0.9981475,0.06974,1.030771,0.06955,1.298833,1.50E-04,0.9249565,0.07168,,
1.279436,1.80E-04,1.0055255,0.06933,1.038014,0.06857,1.3067775,1.70E-04,0.9323225,0.07204,,
1.287146,-1.60E-04,1.012865,0.06918,1.0452525,0.06941,1.314724,1.70E-04,0.939726,0.07271,,
1.2948415,2.50E-04,1.0198735,0.06986,1.0525985,0.07043,1.3227565,1.40E-04,0.9470515,0.07081,,
1.3024905,2.20E-04,1.0268295,0.06897,1.05994,0.0696,1.3307895,1.40E-04,0.954382,0.07242,,
1.3101485,2.20E-04,1.0340975,0.06872,1.067239,0.06974,1.338747,1.30E-04,0.9617355,0.0711,,
1.3178705,1.00E-04,1.041347,0.06814,1.0745115,0.06912,1.346734,1.40E-04,0.969078,0.07284,,
1.3256335,5.00E-05,1.048632,0.06994,1.081756,0.06957,1.3547155,1.50E-04,0.97643,0.07165,,
1.333297,1.00E-04,1.055995,0.06943,1.089022,0.06902,1.3626695,1.50E-04,0.9837305,0.071,,
1.3409375,1.30E-04,1.0633095,0.06868,1.0962765,0.06944,1.3705995,1.60E-04,0.9910385,0.07181,,
1.3486225,2.20E-04,1.0706,0.06908,1.1035195,0.06895,1.3785185,1.50E-04,0.9984045,0.07187,,
1.3562845,-9.00E-05,1.077854,0.0689,1.110764,0.06937,1.3865185,1.70E-04,1.005796,0.07187,,
1.3639325,3.30E-04,1.085097,0.06937,1.1181055,0.07101,1.394548,1.40E-04,1.0131445,0.07161,,
1.3715525,9.00E-05,1.092335,0.06797,1.125452,0.06924,1.4025155,1.20E-04,1.020138,0.07281,,
1.379175,1.20E-04,1.0995615,0.06859,1.132699,0.06954,,,1.0270965,0.07117,,
1.386879,1.20E-04,1.1067975,0.06825,1.1399465,0.06998,,,,,,
1.394609,1.60E-04,1.114033,0.06925,1.147183,0.06907,,,,,,
1.402268,6.00E-05,1.121365,0.07017,1.154463,0.07082,,,,,,
,,1.1286855,0.06899,1.1617485,0.06894,,,,,,
,,1.135921,0.06898,1.169115,0.07233,,,,,,
,,1.1431435,0.06836,1.176466,0.06877,,,,,,
,,1.1504385,0.07008,1.183624,0.06842,,,,,,
,,1.157767,0.06882,1.190805,0.0691,,,,,,
,,1.1650815,0.07042,1.1980415,0.07034,,,,,,
,,1.1724515,0.06976,,,,,,,,
,,1.179749,0.06862,,,,,,,,
,,1.186914,0.06757,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
