	1935.000000	19.885083	21.199651	744.407989	100.000000
	1935.500000	20.665550	21.202067	744.356655	100.000000
	1936.000000	21.455917	21.203659	744.286329	100.000000
	1936.500000	22.307800	21.204198	744.290949	100.000000
	1937.000000	23.230417	21.204788	744.227295	100.000000
	1937.500000	24.184067	21.205826	744.200602	100.000000
	1938.000000	25.199867	21.206731	744.207275	100.000000
	1938.500000	26.255967	21.208084	744.179042	100.000000
	1939.000000	27.453017	21.208934	744.160049	100.000000
	1939.500000	28.704083	21.210073	744.167235	100.000000
	1940.000000	30.046433	21.211065	744.123602	100.000000
	1940.500000	31.508733	21.212534	744.145162	100.000000
	1941.000000	33.058467	21.213318	744.069702	100.000000
	1941.500000	34.735450	21.214020	744.079969	100.000000
	1942.000000	36.536017	21.215281	744.044549	100.000000
	1942.500000	38.489300	21.216110	744.029149	100.000000
	1943.000000	40.526417	21.217616	743.950609	100.000000
	1943.500000	42.727450	21.218933	743.876689	100.000000
	1944.000000	45.036483	21.219782	743.871556	100.000000
	1944.500000	47.424417	21.220703	743.892602	100.000000
	1945.000000	49.838417	21.221267	743.846916	100.000000
	1945.500000	52.267933	21.223267	743.872069	100.000000
	1946.000000	54.565167	21.224940	743.871042	100.000000
	1946.500000	56.656900	21.225286	743.814576	100.000000
	1947.000000	58.412150	21.226995	743.767863	100.000000
	1947.500000	59.707950	21.228221	743.770429	100.000000
	1948.000000	60.427550	21.228689	743.803796	100.000000
	1948.500000	60.510750	21.229192	743.782236	100.000000
	1949.000000	59.948867	21.230825	743.763243	100.000000
	1949.500000	58.816983	21.231811	743.768889	100.000000
	1950.000000	57.247367	21.232925	743.740143	100.000000
	1950.500000	55.238850	21.233867	743.785829	100.000000
	1951.000000	53.013567	21.235331	743.882849	100.000000
	1951.500000	50.687783	21.235901	743.871042	100.000000
	1952.000000	48.268833	21.236755	743.795583	100.000000
	1952.500000	45.915683	21.237691	743.744249	100.000000
	1953.000000	43.655667	21.238648	743.704209	100.000000
	1953.500000	41.496883	21.240016	743.694456	100.000000
	1954.000000	39.459133	21.241348	743.683163	100.000000
	1954.500000	37.514517	21.242635	743.675976	100.000000
	1955.000000	35.736933	21.243856	743.782236	100.000000
