	1935.000000	14.995617	21.334107	744.675435	100.000000
	1935.500000	15.437700	21.334463	744.651822	100.000000
	1936.000000	15.898450	21.335231	744.606648	100.000000
	1936.500000	16.368400	21.335118	744.572768	100.000000
	1937.000000	16.857683	21.335907	744.538888	100.000000
	1937.500000	17.400317	21.335938	744.514248	100.000000
	1938.000000	17.915650	21.336731	744.496282	100.000000
	1938.500000	18.495583	21.336497	744.468562	100.000000
	1939.000000	19.107767	21.337392	744.457269	100.000000
	1939.500000	19.770217	21.338023	744.479855	100.000000
	1940.000000	20.425300	21.338648	744.476262	100.000000
	1940.500000	21.178383	21.338018	744.452649	100.000000
	1941.000000	21.938367	21.339238	744.424415	100.000000
	1941.500000	22.731217	21.339137	744.415689	100.000000
	1942.000000	23.630267	21.340307	744.432115	100.000000
	1942.500000	24.567783	21.340083	744.452135	100.000000
	1943.000000	25.564300	21.340520	744.418769	100.000000
	1943.500000	26.638417	21.340744	744.424929	100.000000
	1944.000000	27.796367	21.341639	744.434682	100.000000
	1944.500000	29.048083	21.342484	744.391049	100.000000
	1945.000000	30.374883	21.342733	744.401315	100.000000
	1945.500000	31.806150	21.342972	744.425955	100.000000
	1946.000000	33.335983	21.343094	744.385402	100.000000
	1946.500000	35.050250	21.344182	744.358709	100.000000
	1947.000000	36.814817	21.344452	744.371542	100.000000
	1947.500000	38.720917	21.345230	744.377702	100.000000
	1948.000000	40.767933	21.345240	744.357682	100.000000
	1948.500000	42.921167	21.345022	744.319695	100.000000
	1949.000000	45.212833	21.345683	744.321749	100.000000
	1949.500000	47.559783	21.346725	744.330475	100.000000
	1950.000000	49.961983	21.347438	744.355115	100.000000
	1950.500000	52.298350	21.347809	744.331502	100.000000
	1951.000000	54.525450	21.348160	744.325342	100.000000
	1951.500000	56.545183	21.348806	744.288382	100.000000
	1952.000000	58.188650	21.349406	744.290435	100.000000
	1952.500000	59.405583	21.349630	744.323802	100.000000
	1953.000000	60.034517	21.349818	744.333042	100.000000
	1953.500000	60.069900	21.350382	744.285815	100.000000
	1954.000000	59.468900	21.351450	744.278629	100.000000
	1954.500000	58.310350	21.350856	744.305835	100.000000
	1955.000000	56.717800	21.352376	744.292489	100.000000
